unique_part_identifier,part_type,production_batch_id,cycle_start_timestamp,pressure_cycle_end_timestamp,max_pressure,peak_pressure_timestamp,time_to_peak_min,avg_pressure,pressure_variance,pressure_duration_min,casting_temperature_C,temperature_timestamp,silicon_content_percent,silicon_timestamp,pressure_outlier,temperature_outlier,silicon_drift_alert,missing_alignment_alert,temperature_stability_index,unified_part_quality_index,production_hour,production_day
PART_035,Gear_Casing,BATCH_002,2024-01-15 17:30:00,2024-01-15 17:59:50,4.996502056657342,2024-01-15 17:51:20,21.333333333333332,3.537083871298125,0.8574947484321792,29.833333333333332,716.8388371936959,2024-01-15 17:36:37.010614,0.9554973331506094,2024-01-15 15:38:45.831718,False,False,False,False,83.08,83.0,17,2024-01-15
PART_036,Gear_Casing,BATCH_002,2024-01-15 18:00:00,2024-01-15 18:29:50,5.032982614938862,2024-01-15 18:21:00,21.0,3.534893051954163,0.8783075778650521,29.833333333333332,755.2077644473401,2024-01-15 18:04:06.317468,0.9554973331506094,2024-01-15 15:38:45.831718,False,False,False,False,83.08,83.0,18,2024-01-15
PART_037,Gear_Casing,BATCH_002,2024-01-15 18:30:00,2024-01-15 18:59:50,5.061917820843438,2024-01-15 18:51:30,21.5,3.5299288975637335,0.8700835778302385,29.833333333333332,720.0443852260981,2024-01-15 18:36:36.966898,0.9554973331506094,2024-01-15 15:38:45.831718,False,False,False,False,83.08,83.0,18,2024-01-15
PART_038,Gear_Casing,BATCH_002,2024-01-15 19:00:00,2024-01-15 19:29:50,5.088466866170031,2024-01-15 19:21:00,21.0,3.549125254020059,0.836837529680745,29.833333333333332,719.3078059205848,2024-01-15 19:09:02.997136,0.9554973331506094,2024-01-15 15:38:45.831718,False,False,False,False,83.08,83.0,19,2024-01-15
PART_039,Gear_Casing,BATCH_002,2024-01-15 19:30:00,2024-01-15 19:59:50,5.030153617775661,2024-01-15 19:51:50,21.833333333333332,3.552152334927816,0.8588883149711298,29.833333333333332,706.7356517269201,2024-01-15 19:39:05.197002,0.9735410436624512,2024-01-15 19:08:27.578928,False,False,False,False,83.08,83.0,19,2024-01-15
PART_040,Gear_Casing,BATCH_002,2024-01-15 20:00:00,2024-01-15 20:29:50,5.025744823510771,2024-01-15 20:21:30,21.5,3.5417242796607113,0.835963954206415,29.833333333333332,718.7722857431319,2024-01-15 20:03:13.567237,0.9735410436624512,2024-01-15 19:08:27.578928,False,False,False,False,83.08,83.0,20,2024-01-15
PART_041,Gear_Casing,BATCH_002,2024-01-15 20:30:00,2024-01-15 20:59:50,5.066110993832602,2024-01-15 20:51:10,21.166666666666668,3.5304218737844484,0.8593577060144666,29.833333333333332,729.0232576113038,2024-01-15 20:30:44.246499,0.9735410436624512,2024-01-15 19:08:27.578928,False,False,False,False,83.08,83.0,20,2024-01-15
PART_042,Gear_Casing,BATCH_002,2024-01-15 21:00:00,2024-01-15 21:29:50,5.0600073946915884,2024-01-15 21:21:50,21.833333333333332,3.5466926605065403,0.8534658855992338,29.833333333333332,753.8365502386679,2024-01-15 21:08:47.712956,0.9735410436624512,2024-01-15 19:08:27.578928,False,False,False,False,83.08,83.0,21,2024-01-15
PART_043,Gear_Casing,BATCH_002,2024-01-15 21:30:00,2024-01-15 21:59:50,5.083681491568932,2024-01-15 21:51:30,21.5,3.538296433992155,0.8582452603038924,29.833333333333332,711.2186368191459,2024-01-15 21:39:46.686893,0.9735410436624512,2024-01-15 19:08:27.578928,False,False,False,False,83.08,83.0,21,2024-01-15
PART_044,Gear_Casing,BATCH_002,2024-01-15 22:00:00,2024-01-15 22:29:50,5.054844377110993,2024-01-15 22:21:50,21.833333333333332,3.5376573898042327,0.8690772874900363,29.833333333333332,706.8082804216788,2024-01-15 22:01:06.877284,0.9735410436624512,2024-01-15 19:08:27.578928,False,False,False,False,83.08,83.0,22,2024-01-15
PART_045,Gear_Casing,BATCH_002,2024-01-15 22:30:00,2024-01-15 22:59:50,5.016831726838541,2024-01-15 22:51:20,21.333333333333332,3.547284078892571,0.8581505798411542,29.833333333333332,718.4282150006983,2024-01-15 22:37:27.021920,0.9735410436624512,2024-01-15 19:08:27.578928,False,False,False,False,83.08,83.0,22,2024-01-15
PART_046,Gear_Casing,BATCH_002,2024-01-15 23:00:00,2024-01-15 23:29:50,5.020925559075283,2024-01-15 23:21:30,21.5,3.5442550297805813,0.8605370188067805,29.833333333333332,712.8186234123727,2024-01-15 23:01:10.835340,0.9735410436624512,2024-01-15 19:08:27.578928,False,False,False,False,83.08,83.0,23,2024-01-15
PART_047,Gear_Casing,BATCH_002,2024-01-15 23:30:00,2024-01-15 23:59:50,5.051384669186034,2024-01-15 23:51:20,21.333333333333332,3.548658817234142,0.8475618990763076,29.833333333333332,713.8460767424513,2024-01-15 23:35:31.511868,,,False,False,False,True,83.08,63.0,23,2024-01-15
PART_048,Brake_Caliper,BATCH_003,2024-01-16 00:00:00,2024-01-16 00:29:50,4.995251961318482,2024-01-16 00:21:30,21.5,3.5400759960866197,0.8419148662794278,29.833333333333332,692.9727293457271,2024-01-16 00:08:43.910455,,,False,False,False,True,85.35,65.3,0,2024-01-16
PART_049,Brake_Caliper,BATCH_003,2024-01-16 00:30:00,2024-01-16 00:59:50,4.994233738448642,2024-01-16 00:51:20,21.333333333333332,3.542816463487556,0.8646862389249825,29.833333333333332,720.1764180873502,2024-01-16 00:35:38.033358,1.1602596629944508,2024-01-16 00:18:52.517676,False,False,False,False,85.35,85.3,0,2024-01-16
PART_050,Brake_Caliper,BATCH_003,2024-01-16 01:00:00,2024-01-16 01:29:50,5.012208727635914,2024-01-16 01:21:40,21.666666666666668,3.535859425550855,0.8601768790799772,29.833333333333332,725.9295080942513,2024-01-16 01:07:58.512600,1.1602596629944508,2024-01-16 00:18:52.517676,False,False,False,False,85.35,85.3,1,2024-01-16
PART_051,Brake_Caliper,BATCH_003,2024-01-16 01:30:00,2024-01-16 01:59:50,5.093398130127192,2024-01-16 01:51:10,21.166666666666668,3.5362693990445493,0.8637107335092861,29.833333333333332,712.4776546347256,2024-01-16 01:35:55.008252,1.1602596629944508,2024-01-16 00:18:52.517676,False,False,False,False,85.35,85.3,1,2024-01-16
PART_052,Brake_Caliper,BATCH_003,2024-01-16 02:00:00,2024-01-16 02:29:50,5.071084794164243,2024-01-16 02:21:00,21.0,3.5412555942729083,0.8546041878081793,29.833333333333332,712.0853235748715,2024-01-16 02:05:24.356792,1.1602596629944508,2024-01-16 00:18:52.517676,False,False,False,False,85.35,85.3,2,2024-01-16
PART_053,Brake_Caliper,BATCH_003,2024-01-16 02:30:00,2024-01-16 02:59:50,5.004061275157513,2024-01-16 02:51:00,21.0,3.533183765373022,0.8626893654265421,29.833333333333332,708.1810602562801,2024-01-16 02:39:39.531008,1.1602596629944508,2024-01-16 00:18:52.517676,False,False,False,False,85.35,85.3,2,2024-01-16
PART_054,Brake_Caliper,BATCH_003,2024-01-16 03:00:00,2024-01-16 03:29:50,5.037319708841869,2024-01-16 03:21:30,21.5,3.5467020993380283,0.8579785745257059,29.833333333333332,701.7554224383515,2024-01-16 03:02:24.375136,1.1602596629944508,2024-01-16 00:18:52.517676,False,False,False,False,85.35,85.3,3,2024-01-16
PART_055,Brake_Caliper,BATCH_003,2024-01-16 03:30:00,2024-01-16 03:59:50,5.054631378258655,2024-01-16 03:51:00,21.0,3.5333588669361706,0.8754795469519859,29.833333333333332,708.7550504984441,2024-01-16 03:31:13.977880,1.1602596629944508,2024-01-16 00:18:52.517676,False,False,False,False,85.35,85.3,3,2024-01-16
PART_056,Brake_Caliper,BATCH_003,2024-01-16 04:00:00,2024-01-16 04:29:50,5.000074660343808,2024-01-16 04:21:40,21.666666666666668,3.542612975529388,0.8508682262044686,29.833333333333332,698.9141583821961,2024-01-16 04:04:40.387427,1.1602596629944508,2024-01-16 00:18:52.517676,False,False,False,False,85.35,85.3,4,2024-01-16
PART_057,Brake_Caliper,BATCH_003,2024-01-16 04:30:00,2024-01-16 04:59:50,5.063627031629275,2024-01-16 04:51:00,21.0,3.5285397160407714,0.8654128542153677,29.833333333333332,725.9809227277746,2024-01-16 04:38:38.031939,,,False,False,False,True,85.35,65.3,4,2024-01-16
PART_058,Brake_Caliper,BATCH_003,2024-01-16 05:00:00,2024-01-16 05:29:50,5.04132044896674,2024-01-16 05:22:00,22.0,3.5423849571146016,0.872601931328757,29.833333333333332,731.6471078523991,2024-01-16 05:02:33.857217,,,False,False,False,True,85.35,65.3,5,2024-01-16
PART_059,Brake_Caliper,BATCH_003,2024-01-16 05:30:00,2024-01-16 05:59:50,5.03103292121438,2024-01-16 05:51:20,21.333333333333332,3.5335294101473607,0.8719264986846489,29.833333333333332,722.4023062577045,2024-01-16 05:39:12.413065,,,False,False,False,True,85.35,65.3,5,2024-01-16
PART_060,Brake_Caliper,BATCH_003,2024-01-16 06:00:00,2024-01-16 06:29:50,5.006172805887859,2024-01-16 06:22:00,22.0,3.533025669421109,0.8638023583963093,29.833333333333332,691.4389917256277,2024-01-16 06:04:51.494020,,,False,False,False,True,85.35,65.3,6,2024-01-16
PART_061,Brake_Caliper,BATCH_003,2024-01-16 06:30:00,2024-01-16 06:59:50,5.039669760088778,2024-01-16 06:51:00,21.0,3.546981364648375,0.8528139603396049,29.833333333333332,710.4529016630707,2024-01-16 06:30:56.095807,,,False,False,False,True,85.35,65.3,6,2024-01-16
PART_062,Brake_Caliper,BATCH_003,2024-01-16 07:00:00,2024-01-16 07:29:50,5.108361278263539,2024-01-16 07:21:30,21.5,3.536866324631687,0.8745599021513372,29.833333333333332,711.9665802470953,2024-01-16 07:02:47.817008,,,False,False,False,True,85.35,65.3,7,2024-01-16
PART_063,Brake_Caliper,BATCH_003,2024-01-16 07:30:00,2024-01-16 07:59:50,5.061399857580574,2024-01-16 07:51:10,21.166666666666668,3.5340083636962194,0.8561350647357089,29.833333333333332,738.3046847499877,2024-01-16 07:39:52.832676,,,False,False,False,True,85.35,65.3,7,2024-01-16
PART_064,Brake_Caliper,BATCH_003,2024-01-16 08:00:00,2024-01-16 08:29:50,5.067879410463842,2024-01-16 08:21:00,21.0,3.5433982791052476,0.8603779804221547,29.833333333333332,741.7199320949429,2024-01-16 08:01:31.939392,,,False,False,False,True,85.35,65.3,8,2024-01-16
PART_065,Brake_Caliper,BATCH_003,2024-01-16 08:30:00,2024-01-16 08:59:50,5.043293077916689,2024-01-16 08:51:00,21.0,3.5392881303899495,0.8743691994337339,29.833333333333332,716.4629495774442,2024-01-16 08:30:33.348381,,,False,False,False,True,85.35,65.3,8,2024-01-16
PART_066,Brake_Caliper,BATCH_003,2024-01-16 09:00:00,2024-01-16 09:29:50,5.080834217104364,2024-01-16 09:21:10,21.166666666666668,3.5393037398680325,0.8652435252180146,29.833333333333332,731.0749924011816,2024-01-16 09:07:10.199315,,,False,False,False,True,85.35,65.3,9,2024-01-16
PART_067,Brake_Caliper,BATCH_003,2024-01-16 09:30:00,2024-01-16 09:59:50,5.035272134457516,2024-01-16 09:51:10,21.166666666666668,3.536249380269006,0.8474054634902236,29.833333333333332,733.0564556184005,2024-01-16 09:35:33.296098,,,False,False,False,True,85.35,65.3,9,2024-01-16
PART_068,Brake_Caliper,BATCH_003,2024-01-16 10:00:00,2024-01-16 10:29:50,5.075918013098888,2024-01-16 10:21:30,21.5,3.534375165670343,0.8806162040262955,29.833333333333332,706.9317865883885,2024-01-16 10:02:55.683599,,,False,False,False,True,85.35,65.3,10,2024-01-16
PART_069,Brake_Caliper,BATCH_003,2024-01-16 10:30:00,2024-01-16 10:59:50,4.999730674669296,2024-01-16 10:51:00,21.0,3.5400129855959612,0.8545771474116136,29.833333333333332,737.5827215787527,2024-01-16 10:31:27.249690,,,False,False,False,True,85.35,65.3,10,2024-01-16
PART_070,Wheel_Hub,BATCH_004,2024-01-16 11:00:00,2024-01-16 11:29:50,5.051738040355234,2024-01-16 11:21:00,21.0,3.5367161392013156,0.8608539268906718,29.833333333333332,677.5867861206215,2024-01-16 11:06:53.758374,,,False,False,False,True,80.74,60.7,11,2024-01-16
PART_071,Wheel_Hub,BATCH_004,2024-01-16 11:30:00,2024-01-16 11:59:50,5.011553714606892,2024-01-16 11:51:20,21.333333333333332,3.562484685835784,0.8498206697052388,29.833333333333332,717.1102274173384,2024-01-16 11:38:10.619587,,,False,False,False,True,80.74,60.7,11,2024-01-16
PART_072,Wheel_Hub,BATCH_004,2024-01-16 12:00:00,2024-01-16 12:29:50,5.006464551889271,2024-01-16 12:21:20,21.333333333333332,3.544457758025975,0.852386983475209,29.833333333333332,708.5179270802829,2024-01-16 12:06:36.070258,,,False,False,False,True,80.74,60.7,12,2024-01-16
PART_073,Wheel_Hub,BATCH_004,2024-01-16 12:30:00,2024-01-16 12:59:50,5.015629809945484,2024-01-16 12:51:50,21.833333333333332,3.5537391503448013,0.8504475523040406,29.833333333333332,738.3875450091211,2024-01-16 12:33:57.768311,,,False,False,False,True,80.74,60.7,12,2024-01-16
PART_074,Wheel_Hub,BATCH_004,2024-01-16 13:00:00,2024-01-16 13:29:50,5.007970742273991,2024-01-16 13:21:10,21.166666666666668,3.5466415517129852,0.8639701156109417,29.833333333333332,720.7280179436231,2024-01-16 13:06:54.157566,,,False,False,False,True,80.74,60.7,13,2024-01-16
PART_075,Wheel_Hub,BATCH_004,2024-01-16 13:30:00,2024-01-16 13:59:50,5.082921795350474,2024-01-16 13:51:00,21.0,3.5378188027553352,0.8775648113425315,29.833333333333332,737.1080854411432,2024-01-16 13:39:41.561547,,,False,False,False,True,80.74,60.7,13,2024-01-16
PART_076,Wheel_Hub,BATCH_004,2024-01-16 14:00:00,2024-01-16 14:29:50,5.022533632203846,2024-01-16 14:21:10,21.166666666666668,3.5354705530072956,0.8512208623935095,29.833333333333332,732.3291858667749,2024-01-16 14:09:33.419735,,,False,False,False,True,80.74,60.7,14,2024-01-16
PART_077,Wheel_Hub,BATCH_004,2024-01-16 14:30:00,2024-01-16 14:59:50,5.002512764285942,2024-01-16 14:51:30,21.5,3.5414832545054757,0.879309985728897,29.833333333333332,716.632569699521,2024-01-16 14:35:25.960705,,,False,False,False,True,80.74,60.7,14,2024-01-16
PART_078,Wheel_Hub,BATCH_004,2024-01-16 15:00:00,2024-01-16 15:29:50,5.019991749625719,2024-01-16 15:21:30,21.5,3.539765038062937,0.8784836981729051,29.833333333333332,721.0515998185122,2024-01-16 15:05:07.053533,,,False,False,False,True,80.74,60.7,15,2024-01-16
PART_079,Wheel_Hub,BATCH_004,2024-01-16 15:30:00,2024-01-16 15:59:50,5.025567950826281,2024-01-16 15:51:30,21.5,3.5442021097009433,0.8584312795432003,29.833333333333332,713.6735174855999,2024-01-16 15:39:00.346758,,,False,False,False,True,80.74,60.7,15,2024-01-16
PART_080,Wheel_Hub,BATCH_004,2024-01-16 16:00:00,2024-01-16 16:29:50,5.017687749769686,2024-01-16 16:21:50,21.833333333333332,3.550279086777218,0.8598026114092105,29.833333333333332,674.754632609999,2024-01-16 16:07:48.080310,,,False,True,False,True,80.74,40.7,16,2024-01-16
PART_081,Wheel_Hub,BATCH_004,2024-01-16 16:30:00,2024-01-16 16:59:50,5.054937127340326,2024-01-16 16:51:30,21.5,3.5429620701691342,0.8546458697039414,29.833333333333332,724.4162506781422,2024-01-16 16:33:35.069668,,,False,False,False,True,80.74,60.7,16,2024-01-16
